"id","Name","Universe","Alignment","Eye_Color","Sex","GSM","Alive","AppearanceBin","Inaugural_Mo","Inaugural_Yr","IdentitiyStatus","URL","TotalAppearances"
825,"Hippolyta (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Feb",1987,"Public Identity","https://dc.fandom.com/wiki/Hippolyta_(New_Earth)",231
826,"Joseph Wilson (New Earth)","dc","Neutral Characters","Green Eyes","Male Characters","","Living Characters",2,"May",1984,"Secret Identity","https://dc.fandom.com/wiki/Joseph_Wilson_(New_Earth)",229
827,"Bernhard Baker (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Sep",1965,"Secret Identity","https://dc.fandom.com/wiki/Bernhard_Baker_(New_Earth)",229
828,"Sylvester Pemberton (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Oct",1941,"Secret Identity","https://dc.fandom.com/wiki/Sylvester_Pemberton_(New_Earth)",229
829,"Jesse Chambers (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Aug",1992,"Public Identity","https://dc.fandom.com/wiki/Jesse_Chambers_(New_Earth)",228
830,"Floyd Lawton (New Earth)","dc","Neutral Characters","Blue Eyes","Male Characters","","Living Characters",2,"Jun",1950,"Secret Identity","https://dc.fandom.com/wiki/Floyd_Lawton_(New_Earth)",227
831,"Mera (New Earth)","dc","","Blue Eyes","Female Characters","","Living Characters",2,"Oct",1963,"Public Identity","https://dc.fandom.com/wiki/Mera_(New_Earth)",226
832,"Tora Olafsdotter (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Apr",1988,"Public Identity","https://dc.fandom.com/wiki/Tora_Olafsdotter_(New_Earth)",225
833,"George Harkness (New Earth)","dc","","Brown Eyes","Male Characters","","Living Characters",2,"Dec",1960,"Secret Identity","https://dc.fandom.com/wiki/George_Harkness_(New_Earth)",224
834,"Amanda Waller (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",2,"Nov",1986,"Public Identity","https://dc.fandom.com/wiki/Amanda_Waller_(New_Earth)",222
835,"Jonathan Crane (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",2,"Sep",1941,"Public Identity","https://dc.fandom.com/wiki/Jonathan_Crane_(New_Earth)",222
836,"Leonard Snart (New Earth)","dc","","Brown Eyes","Male Characters","","Living Characters",2,"Jun",1957,"Secret Identity","https://dc.fandom.com/wiki/Leonard_Snart_(New_Earth)",219
837,"Shiera Sanders (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",2,"Jan",1940,"Secret Identity","https://dc.fandom.com/wiki/Shiera_Sanders_(New_Earth)",219
838,"Maxwell Lord IV (New Earth)","dc","Neutral Characters","Black Eyes","Male Characters","","Living Characters",2,"May",1987,"Public Identity","https://dc.fandom.com/wiki/Maxwell_Lord_IV_(New_Earth)",218
839,"Jeb Stuart (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"May",1961,"Public Identity","https://dc.fandom.com/wiki/Jeb_Stuart_(New_Earth)",218
840,"Damian Wayne (Prime Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Sep",1987,"Secret Identity","https://dc.fandom.com/wiki/Damian_Wayne_(Prime_Earth)",216
841,"Big Barda (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",2,"Oct",1971,"Secret Identity","https://dc.fandom.com/wiki/Big_Barda_(New_Earth)",216
842,"Niles Caulder (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Jun",1963,"Public Identity","https://dc.fandom.com/wiki/Niles_Caulder_(New_Earth)",214
843,"James Corrigan (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Feb",1940,"Secret Identity","https://dc.fandom.com/wiki/James_Corrigan_(New_Earth)",214
844,"Samuel Bradley (New Earth)","dc","Good Characters","Grey Eyes","Male Characters","","Living Characters",2,"Mar",1937,"Public Identity","https://dc.fandom.com/wiki/Samuel_Bradley_(New_Earth)",213
845,"Richard Tyler (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Nov",1985,"Public Identity","https://dc.fandom.com/wiki/Richard_Tyler_(New_Earth)",212
846,"James Ewell Brown Stuart (New Earth)","dc","Good Characters","","Male Characters","","Deceased Characters",2,"May",1961,"Public Identity","https://dc.fandom.com/wiki/James_Ewell_Brown_Stuart_(New_Earth)",212
847,"Todd Rice (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","Homosexual Characters","Living Characters",2,"Sep",1983,"Public Identity","https://dc.fandom.com/wiki/Todd_Rice_(New_Earth)",208
848,"Yz (New Earth)","dc","Good Characters","Red Eyes","Male Characters","","Living Characters",2,"Jan",1940,"Secret Identity","https://dc.fandom.com/wiki/Yz_(New_Earth)",207
849,"Matrix (Pocket Universe)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Apr",1988,"Public Identity","https://dc.fandom.com/wiki/Matrix_(Pocket_Universe)",206
850,"Wolfgang Winks (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",2,"Nov",1942,"Public Identity","https://dc.fandom.com/wiki/Wolfgang_Winks_(New_Earth)",206
851,"William Glenmorgan (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Jun",1940,"Public Identity","https://dc.fandom.com/wiki/William_Glenmorgan_(New_Earth)",199
852,"Stephanie Brown (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Aug",1992,"Secret Identity","https://dc.fandom.com/wiki/Stephanie_Brown_(New_Earth)",198
853,"Raymond Terrill (New Earth)","dc","Good Characters","Green Eyes","Male Characters","","Living Characters",2,"Feb",1992,"Secret Identity","https://dc.fandom.com/wiki/Raymond_Terrill_(New_Earth)",192
854,"Adam Blake (New Earth)","dc","Good Characters","Hazel Eyes","Male Characters","","Living Characters",2,"Jun",1951,"Public Identity","https://dc.fandom.com/wiki/Adam_Blake_(New_Earth)",191
855,"Kimiyo Hoshi (New Earth)","dc","","Black Eyes","Female Characters","","Living Characters",2,"Jul",1985,"Secret Identity","https://dc.fandom.com/wiki/Kimiyo_Hoshi_(New_Earth)",189
856,"Jack Ryder (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Apr",1968,"Secret Identity","https://dc.fandom.com/wiki/Jack_Ryder_(New_Earth)",188
857,"Vandar Adg (New Earth)","dc","","Brown Eyes","Male Characters","","Living Characters",2,"Dec",1943,"Public Identity","https://dc.fandom.com/wiki/Vandar_Adg_(New_Earth)",188
858,"Justin Arthur (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Sep",1941,"Secret Identity","https://dc.fandom.com/wiki/Justin_Arthur_(New_Earth)",184
859,"Max Mercury (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Nov",1940,"Secret Identity","https://dc.fandom.com/wiki/Max_Mercury_(New_Earth)",183
860,"Abigail Arcane (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Jan",1973,"Public Identity","https://dc.fandom.com/wiki/Abigail_Arcane_(New_Earth)",182
861,"Thomas Haukins (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Jun",1947,"Secret Identity","https://dc.fandom.com/wiki/Thomas_Haukins_(New_Earth)",181
862,"Margaret Sawyer (New Earth)","dc","","Blue Eyes","Female Characters","Homosexual Characters","Living Characters",2,"Apr",1987,"Public Identity","https://dc.fandom.com/wiki/Margaret_Sawyer_(New_Earth)",180
863,"Waylon Jones (New Earth)","dc","Bad Characters","Red Eyes","Male Characters","","Living Characters",2,"Mar",1983,"Public Identity","https://dc.fandom.com/wiki/Waylon_Jones_(New_Earth)",180
864,"Travis Morgan (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Nov",1975,"Public Identity","https://dc.fandom.com/wiki/Travis_Morgan_(New_Earth)",180
865,"Gorilla Grodd (New Earth)","dc","Bad Characters","Grey Eyes","Male Characters","","Living Characters",2,"May",1959,"Public Identity","https://dc.fandom.com/wiki/Gorilla_Grodd_(New_Earth)",179
866,"Talia al Ghul (New Earth)","dc","Bad Characters","Brown Eyes","Female Characters","","Deceased Characters",2,"May",1971,"Secret Identity","https://dc.fandom.com/wiki/Talia_al_Ghul_(New_Earth)",177
867,"Adam Strange (New Earth)","dc","","Blue Eyes","Male Characters","","Living Characters",2,"Dec",1958,"Public Identity","https://dc.fandom.com/wiki/Adam_Strange_(New_Earth)",177
868,"Patrick Dugan (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Oct",1941,"Secret Identity","https://dc.fandom.com/wiki/Patrick_Dugan_(New_Earth)",177
869,"Daniel Cassidy (New Earth)","dc","Good Characters","Yellow Eyes","Male Characters","","Living Characters",2,"Jun",1984,"Secret Identity","https://dc.fandom.com/wiki/Daniel_Cassidy_(New_Earth)",176
870,"James Harper Clone (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Jan",1971,"Public Identity","https://dc.fandom.com/wiki/James_Harper_Clone_(New_Earth)",176
871,"Thomas Kalmaku (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Oct",1960,"Public Identity","https://dc.fandom.com/wiki/Thomas_Kalmaku_(New_Earth)",176
872,"Gabrielle Doe (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Jul",1983,"Secret Identity","https://dc.fandom.com/wiki/Gabrielle_Doe_(New_Earth)",175
873,"Henry Hall (New Earth)","dc","Good Characters","Red Eyes","Male Characters","","Living Characters",2,"Jun",1968,"Secret Identity","https://dc.fandom.com/wiki/Henry_Hall_(New_Earth)",175
874,"Connor Hawke (New Earth)","dc","Good Characters","Green Eyes","Male Characters","","Living Characters",2,"Oct",1994,"Secret Identity","https://dc.fandom.com/wiki/Connor_Hawke_(New_Earth)",174
875,"Linda Park (New Earth)","dc","","Brown Eyes","Female Characters","","Living Characters",2,"Jul",1989,"Public Identity","https://dc.fandom.com/wiki/Linda_Park_(New_Earth)",174
876,"Cyrus Gold (New Earth)","dc","Bad Characters","Black Eyes","Male Characters","","Deceased Characters",2,"Oct",1944,"Secret Identity","https://dc.fandom.com/wiki/Cyrus_Gold_(New_Earth)",174
877,"Edward Nashton (New Earth)","dc","Neutral Characters","Blue Eyes","Male Characters","","Living Characters",2,"Jan",1988,"Public Identity","https://dc.fandom.com/wiki/Edward_Nashton_(New_Earth)",173
878,"Arisia Rrab (New Earth)","dc","Good Characters","Yellow Eyes","Female Characters","","Living Characters",2,"May",1981,"Public Identity","https://dc.fandom.com/wiki/Arisia_Rrab_(New_Earth)",173
879,"Robert Crane (New Earth)","dc","Good Characters","Red Eyes","Male Characters","","Living Characters",2,"Apr",1942,"Secret Identity","https://dc.fandom.com/wiki/Robert_Crane_(New_Earth)",171
880,"Joan Williams (New Earth)","dc","","Blue Eyes","Female Characters","","Living Characters",2,"Jan",1940,"Public Identity","https://dc.fandom.com/wiki/Joan_Williams_(New_Earth)",171
881,"William Magnus (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Apr",1962,"Public Identity","https://dc.fandom.com/wiki/William_Magnus_(New_Earth)",170
882,"Mary Batson (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Apr",1995,"Secret Identity","https://dc.fandom.com/wiki/Mary_Batson_(New_Earth)",168
883,"Jean Loring (New Earth)","dc","Bad Characters","Green Eyes","Female Characters","","Deceased Characters",2,"Oct",1961,"Public Identity","https://dc.fandom.com/wiki/Jean_Loring_(New_Earth)",168
884,"Oberon (New Earth)","dc","","Blue Eyes","Male Characters","","Living Characters",2,"Apr",1971,"Public Identity","https://dc.fandom.com/wiki/Oberon_(New_Earth)",167
885,"Grant Emerson (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Apr",1994,"Public Identity","https://dc.fandom.com/wiki/Grant_Emerson_(New_Earth)",166
886,"Rita Farr (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",2,"Jun",1963,"Secret Identity","https://dc.fandom.com/wiki/Rita_Farr_(New_Earth)",166
887,"Jason Rusch (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Jul",2004,"Secret Identity","https://dc.fandom.com/wiki/Jason_Rusch_(New_Earth)",165
888,"Hector Hall (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Sep",1983,"Secret Identity","https://dc.fandom.com/wiki/Hector_Hall_(New_Earth)",165
889,"Mercury (New Earth)","dc","Good Characters","Photocellular Eyes","Male Characters","","Living Characters",2,"Apr",1962,"Secret Identity","https://dc.fandom.com/wiki/Mercury_(New_Earth)",165
890,"Jaime Reyes (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",2,"Feb",2006,"Secret Identity","https://dc.fandom.com/wiki/Jaime_Reyes_(New_Earth)",164
891,"Platinum (New Earth)","dc","Good Characters","Photocellular Eyes","Female Characters","","Living Characters",2,"Apr",1962,"Secret Identity","https://dc.fandom.com/wiki/Platinum_(New_Earth)",164
892,"Andre Chavard (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",2,"Jun",1942,"Public Identity","https://dc.fandom.com/wiki/Andre_Chavard_(New_Earth)",164
893,"Daniel Leong (New Earth)","dc","Good Characters","Black Eyes","Male Characters","","Deceased Characters",2,"Feb",1942,"Secret Identity","https://dc.fandom.com/wiki/Daniel_Leong_(New_Earth)",164
894,"Vril Dox II (New Earth)","dc","Good Characters","Green Eyes","Male Characters","","Living Characters",2,"Feb",1964,"Public Identity","https://dc.fandom.com/wiki/Vril_Dox_II_(New_Earth)",163
895,"Roy Raymond, Sr. (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",2,"Nov",1949,"Public Identity","https://dc.fandom.com/wiki/Roy_Raymond,_Sr._(New_Earth)",163
896,"Uncle Sam (New Earth)","dc","","Blue Eyes","Male Characters","","Living Characters",2,"Jul",1940,"Secret Identity","https://dc.fandom.com/wiki/Uncle_Sam_(New_Earth)",162
897,"Metron (New Earth)","dc","Neutral Characters","Blue Eyes","Male Characters","","Deceased Characters",2,"Mar",1971,"Secret Identity","https://dc.fandom.com/wiki/Metron_(New_Earth)",161
898,"Iron (New Earth)","dc","Good Characters","Photocellular Eyes","Male Characters","","Living Characters",2,"Apr",1962,"Secret Identity","https://dc.fandom.com/wiki/Iron_(New_Earth)",161
899,"Lead (New Earth)","dc","Good Characters","Photocellular Eyes","Male Characters","","Living Characters",2,"Apr",1962,"Secret Identity","https://dc.fandom.com/wiki/Lead_(New_Earth)",161
900,"Lucas Carr (New Earth)","dc","","Blue Eyes","Male Characters","","Living Characters",2,"Mar",1960,"Public Identity","https://dc.fandom.com/wiki/Lucas_Carr_(New_Earth)",161
901,"Hartley Rathaway (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","Homosexual Characters","Living Characters",2,"May",1959,"Secret Identity","https://dc.fandom.com/wiki/Hartley_Rathaway_(New_Earth)",160
902,"Lana Lang (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Living Characters",2,"Oct",1986,"Public Identity","https://dc.fandom.com/wiki/Lana_Lang_(New_Earth)",159
903,"Rose Wilson (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",2,"Oct",1992,"Secret Identity","https://dc.fandom.com/wiki/Rose_Wilson_(New_Earth)",158
904,"DeSaad (New Earth)","dc","Bad Characters","Black Eyes","Male Characters","","Living Characters",2,"May",1971,"Public Identity","https://dc.fandom.com/wiki/DeSaad_(New_Earth)",158
905,"Charles Taine (Pre-Zero Hour)","dc","Good Characters","Black Eyes","Male Characters","","Living Characters",2,"May",1961,"Secret Identity","https://dc.fandom.com/wiki/Charles_Taine_(Pre-Zero_Hour)",158
906,"Bane (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Living Characters",2,"Jan",1993,"Secret Identity","https://dc.fandom.com/wiki/Bane_(New_Earth)",157
907,"Salakk (New Earth)","dc","Good Characters","White Eyes","Male Characters","","Living Characters",2,"Feb",1982,"Secret Identity","https://dc.fandom.com/wiki/Salakk_(New_Earth)",155
908,"Tin (New Earth)","dc","Good Characters","Photocellular Eyes","Male Characters","","Living Characters",2,"Apr",1962,"Secret Identity","https://dc.fandom.com/wiki/Tin_(New_Earth)",155
909,"Samuel Morgan (New Earth)","dc","Good Characters","","Male Characters","","Deceased Characters",2,"Mar",1937,"","https://dc.fandom.com/wiki/Samuel_Morgan_(New_Earth)",155
910,"Eve Eden (New Earth)","dc","Neutral Characters","Blue Eyes","Female Characters","","Living Characters",2,"Sep",1966,"Secret Identity","https://dc.fandom.com/wiki/Eve_Eden_(New_Earth)",154
911,"Harleen Quinzel (New Earth)","dc","Bad Characters","Blue Eyes","Female Characters","","Living Characters",2,"Oct",1999,"Public Identity","https://dc.fandom.com/wiki/Harleen_Quinzel_(New_Earth)",153
912,"Benjamin Turner (New Earth)","dc","Neutral Characters","Brown Eyes","Male Characters","","Living Characters",2,"May",1975,"Secret Identity","https://dc.fandom.com/wiki/Benjamin_Turner_(New_Earth)",153
